GLAccountKey, FileImportLogKey, ImportDateTime, GLACCOUNT, COMPANYCODE, CHARTOFACCOUNTS, GLACCOUNTGROUP, CORPORATEGROUPACCOUNT, ACCOUNTISBLOCKEDFORPOSTING, ACCOUNTISBLOCKEDFORPLANNING, ACCOUNTISBLOCKEDFORCREATION, ISBALANCESHEETACCOUNT, ACCOUNTISMARKEDFORDELETION, PARTNERCOMPANY, FUNCTIONALAREA, CREATIONDATE, SAMPLEGLACCOUNT, ISPROFITLOSSACCOUNT, CREATEDBYUSER, PROFITLOSSACCOUNTTYPE, RECONCILIATIONACCOUNTTYPE, LINEITEMDISPLAYISENABLED, ISOPENITEMMANAGED, ALTERNATIVEGLACCOUNT, ACCTGDOCITMDISPLAYSEQUENCERULE, GLACCOUNTEXTERNAL, COUNTRYCHARTOFACCOUNTS, AUTHORIZATIONGROUP, TAXCATEGORY, ISAUTOMATICALLYPOSTED
354791077,38577,2026-03-26 20:35:33.143,0001005068,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1005068   ",NULL,NULL,"* ",NULL
354791078,38577,2026-03-26 20:35:33.143,0001810149,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1810149   ",NULL,NULL,"* ",NULL
354791079,38577,2026-03-26 20:35:33.143,0002012613,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2012613   ",NULL,NULL,"* ",NULL
354791080,38577,2026-03-26 20:35:33.143,0002011494,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2011494   ",NULL,NULL,"* ",NULL
354791081,38577,2026-03-26 20:35:33.143,0003901111,CO_1014,CIBO,3000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"3901111   ",NULL,NULL,"* ",NULL
354791082,38577,2026-03-26 20:35:33.143,0002510043,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2510043   ",NULL,NULL,"* ",NULL
354791083,38577,2026-03-26 20:35:33.143,0002777004,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2777004   ",NULL,NULL,"* ",NULL
354791084,38577,2026-03-26 20:35:33.143,0002112153,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2112153   ",NULL,NULL,"* ",NULL
354791085,38577,2026-03-26 20:35:33.143,0002011495,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2011495   ",NULL,NULL,"* ",NULL
354791086,38577,2026-03-26 20:35:33.143,0002012614,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2012614   ",NULL,NULL,"* ",NULL
354791087,38577,2026-03-26 20:35:33.143,0001005069,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1005069   ",NULL,NULL,"* ",NULL
354791088,38577,2026-03-26 20:35:33.143,0002510044,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2510044   ",NULL,NULL,"* ",NULL
354791089,38577,2026-03-26 20:35:33.143,0002777005,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2777005   ",NULL,NULL,"* ",NULL
354791090,38577,2026-03-26 20:35:33.143,0003901112,CO_1014,CIBO,3000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"3901112   ",NULL,NULL,"* ",NULL
354791091,38577,2026-03-26 20:35:33.143,0002112154,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2112154   ",NULL,NULL,"* ",NULL
354791092,38577,2026-03-26 20:35:33.143,0001810150,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1810150   ",NULL,NULL,"* ",NULL
354791093,38577,2026-03-26 20:35:33.143,0002012615,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2012615   ",NULL,NULL,"* ",NULL
354791094,38577,2026-03-26 20:35:33.143,0002011496,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2011496   ",NULL,NULL,"* ",NULL
354791095,38577,2026-03-26 20:35:33.143,0001005070,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1005070   ",NULL,NULL,"* ",NULL
354791096,38577,2026-03-26 20:35:33.143,0002510045,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2510045   ",NULL,NULL,"* ",NULL
354791097,38577,2026-03-26 20:35:33.143,0002112155,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2112155   ",NULL,NULL,"* ",NULL
354791098,38577,2026-03-26 20:35:33.143,0002777006,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2777006   ",NULL,NULL,"* ",NULL
354791099,38577,2026-03-26 20:35:33.143,0001810151,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1810151   ",NULL,NULL,"* ",NULL
354791100,38577,2026-03-26 20:35:33.143,0002011497,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2011497   ",NULL,NULL,"* ",NULL
354791101,38577,2026-03-26 20:35:33.143,0001005071,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1005071   ",NULL,NULL,"* ",NULL
354791102,38577,2026-03-26 20:35:33.143,0002012651,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2012651   ",NULL,NULL,"* ",NULL
354791103,38577,2026-03-26 20:35:33.143,0003901113,CO_1014,CIBO,3000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"3901113   ",NULL,NULL,"* ",NULL
354791104,38577,2026-03-26 20:35:33.143,0001301570,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1301570   ",NULL,NULL,"* ",NULL
354791105,38577,2026-03-26 20:35:33.143,0002510046,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2510046   ",NULL,NULL,"* ",NULL
354791106,38577,2026-03-26 20:35:33.143,0002777007,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2777007   ",NULL,NULL,"* ",NULL
354791107,38577,2026-03-26 20:35:33.143,0002011498,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2011498   ",NULL,NULL,"* ",NULL
354791108,38577,2026-03-26 20:35:33.143,0002112156,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2112156   ",NULL,NULL,"* ",NULL
354791109,38577,2026-03-26 20:35:33.143,0001810152,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1810152   ",NULL,NULL,"* ",NULL
354791110,38577,2026-03-26 20:35:33.143,0002012652,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2012652   ",NULL,NULL,"* ",NULL
354791111,38577,2026-03-26 20:35:33.143,0003901114,CO_1014,CIBO,3000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"3901114   ",NULL,NULL,"* ",NULL
354791112,38577,2026-03-26 20:35:33.143,0001005072,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1005072   ",NULL,NULL,"* ",NULL
354791113,38577,2026-03-26 20:35:33.143,0002510047,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2510047   ",NULL,NULL,"* ",NULL
354791114,38577,2026-03-26 20:35:33.143,0002777008,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2777008   ",NULL,NULL,"* ",NULL
354791115,38577,2026-03-26 20:35:33.143,0002011499,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2011499   ",NULL,NULL,"* ",NULL
354791116,38577,2026-03-26 20:35:33.143,0001301571,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1301571   ",NULL,NULL,"* ",NULL
354791117,38577,2026-03-26 20:35:33.143,0001810153,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1810153   ",NULL,NULL,"* ",NULL
354791118,38577,2026-03-26 20:35:33.143,0002112157,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2112157   ",NULL,NULL,"* ",NULL
354791119,38577,2026-03-26 20:35:33.143,0003901115,CO_1014,CIBO,3000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"3901115   ",NULL,NULL,"* ",NULL
354791120,38577,2026-03-26 20:35:33.143,0002012653,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2012653   ",NULL,NULL,"* ",NULL
354791121,38577,2026-03-26 20:35:33.143,0002510048,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2510048   ",NULL,NULL,"* ",NULL
354791122,38577,2026-03-26 20:35:33.143,0002777009,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2777009   ",NULL,NULL,"* ",NULL
354791123,38577,2026-03-26 20:35:33.143,0001005073,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1005073   ",NULL,NULL,"* ",NULL
354791124,38577,2026-03-26 20:35:33.143,0001810154,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1810154   ",NULL,NULL,"* ",NULL
354791125,38577,2026-03-26 20:35:33.143,0002112158,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2112158   ",NULL,NULL,"* ",NULL
354791126,38577,2026-03-26 20:35:33.143,0003901116,CO_1014,CIBO,3000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"3901116   ",NULL,NULL,"* ",NULL
354791127,38577,2026-03-26 20:35:33.143,0001301572,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1301572   ",NULL,NULL,"* ",NULL
354791128,38577,2026-03-26 20:35:33.143,0002011500,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2011500   ",NULL,NULL,"* ",NULL
354791129,38577,2026-03-26 20:35:33.143,0002012701,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2012701   ",NULL,NULL,"* ",NULL
354791130,38577,2026-03-26 20:35:33.143,0001005074,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1005074   ",NULL,NULL,"* ",NULL
354791131,38577,2026-03-26 20:35:33.143,0001810155,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1810155   ",NULL,NULL,"* ",NULL
354791132,38577,2026-03-26 20:35:33.143,0003901117,CO_1014,CIBO,3000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"3901117   ",NULL,NULL,"* ",NULL
354791133,38577,2026-03-26 20:35:33.143,0002510049,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2510049   ",NULL,NULL,"* ",NULL
354791134,38577,2026-03-26 20:35:33.143,0002011501,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2011501   ",NULL,NULL,"* ",NULL
354791135,38577,2026-03-26 20:35:33.143,0002112159,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2112159   ",NULL,NULL,"* ",NULL
354791136,38577,2026-03-26 20:35:33.143,0002777010,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2777010   ",NULL,NULL,"* ",NULL
354791137,38577,2026-03-26 20:35:33.143,0001301573,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1301573   ",NULL,NULL,"* ",NULL
354791138,38577,2026-03-26 20:35:33.143,0002012702,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2012702   ",NULL,NULL,"* ",NULL
354791139,38577,2026-03-26 20:35:33.143,0001005075,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1005075   ",NULL,NULL,"* ",NULL
354791140,38577,2026-03-26 20:35:33.143,0001810156,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1810156   ",NULL,NULL,"* ",NULL
354791141,38577,2026-03-26 20:35:33.143,0003901118,CO_1014,CIBO,3000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"3901118   ",NULL,NULL,"* ",NULL
354791142,38577,2026-03-26 20:35:33.143,0002112160,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2112160   ",NULL,NULL,"* ",NULL
354791143,38577,2026-03-26 20:35:33.143,0002011502,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2011502   ",NULL,NULL,"* ",NULL
354791144,38577,2026-03-26 20:35:33.143,0002510050,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2510050   ",NULL,NULL,"* ",NULL
354791145,38577,2026-03-26 20:35:33.143,0002777201,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2777201   ",NULL,NULL,"* ",NULL
354791146,38577,2026-03-26 20:35:33.143,0003901119,CO_1014,CIBO,3000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"3901119   ",NULL,NULL,"* ",NULL
354791147,38577,2026-03-26 20:35:33.143,0002012703,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2012703   ",NULL,NULL,"* ",NULL
354791148,38577,2026-03-26 20:35:33.143,0001810157,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1810157   ",NULL,NULL,"* ",NULL
354791149,38577,2026-03-26 20:35:33.143,0002112161,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2112161   ",NULL,NULL,"* ",NULL
354791150,38577,2026-03-26 20:35:33.143,0002011503,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2011503   ",NULL,NULL,"* ",NULL
354791151,38577,2026-03-26 20:35:33.143,0001005076,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1005076   ",NULL,NULL,"* ",NULL
354791152,38577,2026-03-26 20:35:33.143,0002510051,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2510051   ",NULL,NULL,"* ",NULL
354791153,38577,2026-03-26 20:35:33.143,0001301574,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1301574   ",NULL,NULL,"* ",NULL
354791154,38577,2026-03-26 20:35:33.143,0002777202,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2777202   ",NULL,NULL,"* ",NULL
354791155,38577,2026-03-26 20:35:33.143,0003901120,CO_1014,CIBO,3000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"3901120   ",NULL,NULL,"* ",NULL
354791156,38577,2026-03-26 20:35:33.143,0002012704,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2012704   ",NULL,NULL,"* ",NULL
354791157,38577,2026-03-26 20:35:33.143,0002112162,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2112162   ",NULL,NULL,"* ",NULL
354791158,38577,2026-03-26 20:35:33.143,0002510052,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2510052   ",NULL,NULL,"* ",NULL
354791159,38577,2026-03-26 20:35:33.143,0001810158,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1810158   ",NULL,NULL,"* ",NULL
354791160,38577,2026-03-26 20:35:33.143,0001005077,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1005077   ",NULL,NULL,"* ",NULL
354791161,38577,2026-03-26 20:35:33.143,0002011504,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2011504   ",NULL,NULL,"* ",NULL
354791162,38577,2026-03-26 20:35:33.143,0001301575,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1301575   ",NULL,NULL,"* ",NULL
354791163,38577,2026-03-26 20:35:33.143,0002012711,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2012711   ",NULL,NULL,"* ",NULL
354791164,38577,2026-03-26 20:35:33.143,0002112163,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2112163   ",NULL,NULL,"* ",NULL
354791165,38577,2026-03-26 20:35:33.143,0002777203,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2777203   ",NULL,NULL,"* ",NULL
354791166,38577,2026-03-26 20:35:33.143,0002510053,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2510053   ",NULL,NULL,"* ",NULL
354791167,38577,2026-03-26 20:35:33.143,0003901121,CO_1014,CIBO,3000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"3901121   ",NULL,NULL,"* ",NULL
354791168,38577,2026-03-26 20:35:33.143,0001005078,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1005078   ",NULL,NULL,"* ",NULL
354791169,38577,2026-03-26 20:35:33.143,0001810159,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1810159   ",NULL,NULL,"* ",NULL
354791170,38577,2026-03-26 20:35:33.143,0001301576,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1301576   ",NULL,NULL,"* ",NULL
354791171,38577,2026-03-26 20:35:33.143,0002011505,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2011505   ",NULL,NULL,"* ",NULL
